Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Dummy 1,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,,
T59-B01,WT-116:S004,galvin,james,8,BLK:01 PLN:24 POS:08,MFV 04126,79.00,2/7/2013 16:11,2/7/2013 17:25,1:13:33,y,tanker swap ,T59-B01,WT-166:S004,159.20,238.20,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:24 POS:08,MFV 04126,,2/20/2013 13:54,2/20/2013 13:54,,y,ok,,,0.00,0.00,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:24 POS:08,MFV 04126,7.3,5/6/2014 14:00,5/6/2014 14:34,0:33:18,,"1 1/4"" low",,,0.00,7.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,142,MFV 04126,BLK:01 PLN:24 POS:08,245.50,,
T59-B01,WT-166:S004,daniel,jason,8,BLK:01 PLN:24 POS:09,MFV 04181,235.00,2/8/2013 2:56,2/8/2013 8:07,5:11:14,y,,,,0.00,235.00,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:24 POS:09,MFV 04181,1.1,2/20/2013 11:16,2/20/2013 11:20,0:04:26,y,,,,0.00,1.10,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:24 POS:09,MFV 04181,7.5,5/6/2014 9:12,5/6/2014 9:48,0:35:22,,"4 3/4"" low",,,0.00,7.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,157,MFV 04181,BLK:01 PLN:24 POS:09,243.60,,
T59-B01,WT-169:S004,galvin,james,8,BLK:01 PLN:24 POS:10,MFV 04192,235.60,2/8/2013 14:25,2/8/2013 16:08,1:43:14,y,,,,0.00,235.60,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:24 POS:10,MFV 04192,1.5,2/20/2013 10:31,2/20/2013 10:37,0:05:27,y,,,,0.00,1.50,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:24 POS:10,MFV 04192,8,5/5/2014 13:35,5/5/2014 14:08,0:32:47,,"4"" low",,,0.00,8.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,176,MFV 04192,BLK:01 PLN:24 POS:10,245.10,,
T59-B01,WT-169:S004,daniel,jason,8,BLK:01 PLN:24 POS:11,MFV 04176,236.40,2/12/2013 1:57,2/12/2013 8:10,6:13:21,y,,,,0.00,236.40,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:24 POS:11,MFV 04176,1,2/20/2013 8:24,2/20/2013 8:27,0:02:47,y,,,,0.00,1.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,189,MFV 04176,BLK:01 PLN:24 POS:11,237.40,,
T64-B01,WT-166:S003,daniel,jason,8,BLK:01 PLN:26 POS:00,MFV 04345,238.50,1/31/13 16:35,1/31/13 18:25,1:50:24,,,,,0.00,238.50,T59-B01,WT-166:S006,galvin,wood,7,BLK:01 PLN:26 POS:00,MFV 04345,9.1,2/21/2013 8:18,2/21/2013 8:32,0:14:46,y,,,,0.00,9.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,9,MFV 04345,BLK:01 PLN:26 POS:00,247.60,,
T64-B01,WT-166:S003,james,galvin,8,BLK:01 PLN:26 POS:01,MFV 04203,244.10,1/31/13 23:26,2/1/13 7:05,7:39:54,,,,,0.00,244.10,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:26 POS:01,MFV 04203,1.2,2/21/2013 7:11,2/21/2013 7:16,0:05:16,y,,,,0.00,1.20,T64-B13,WT-163:SO66,Trina,BRENT,9,BLK:01 PLN:26 POS:01,MFV 04203,3.2,5/9/2014 12:28,5/9/2014 12:43,0:15:20,,"1""",,,0.00,3.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,28,MFV 04203,BLK:01 PLN:26 POS:01,248.50,,
T64-B01,WT-164:S003,daniel,jason,8,BLK:01 PLN:26 POS:02,MFV 04222,239.10,2/1/13 16:07,2/4/13 20:29,4:22:49,,,,,0.00,239.10,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:26 POS:02,MFV 04222,1.2,2/21/2013 0:03,2/21/2013 0:07,0:04:31,y,,,,0.00,1.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,41,MFV 04222,BLK:01 PLN:26 POS:02,240.30,,
T64-B01,WT-164:S003,galvin,james,8,BLK:01 PLN:26 POS:03,MFV 04081,241.80,2/5/2013 9:19,2/5/2013 11:04,1:45:32,y,,,,0.00,241.80,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:26 POS:03,MFV 04081,1.3,2/20/2013 22:28,2/20/2013 22:35,0:07:00,y,,,,0.00,1.30,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:26 POS:03,MFV 04081,3.9,5/8/2014 14:04,5/8/2014 15:22,1:17:59,,"1 1/2""",,,0.00,3.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,60,MFV 04081,BLK:01 PLN:26 POS:03,247.00,,
T64-B01,WT-165:S003,gary,jason,8,BLK:01 PLN:26 POS:04,MFV 04091,246.30,2/5/2013 19:32,2/5/2013 21:20,1:47:56,y,,,,0.00,246.30,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:26 POS:04,MFV 04091,1,2/20/2013 20:28,2/20/2013 20:30,0:02:30,y,,,,0.00,1.00,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:26 POS:04,MFV 04091,2.9,5/8/2014 10:05,5/8/2014 10:22,0:17:18,,"1 1/8""",,,0.00,2.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,73,MFV 04091,BLK:01 PLN:26 POS:04,250.20,,
T64-B01,WT-165:S003,gary,jason,8,BLK:01 PLN:26 POS:05,MFV 04224,82.50,2/6/2013 2:35,2/6/2013 3:30,0:55:58,y,TANKER RAN OUT OF OIL,T59-B01,WT-163:S004,154.30,236.80,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:26 POS:05,MFV 04224,1.9,2/20/2013 18:25,2/20/2013 18:29,0:04:15,Y,,,,0.00,1.90,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:26 POS:05,MFV 04224,5.8,5/7/2014 15:56,5/7/2014 16:25,0:28:47,,"2 1/4""",,,0.00,5.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,88,MFV 04224,BLK:01 PLN:26 POS:05,244.50,,
T59-B01,WT-163:S004,daniel,jason,8,BLK:01 PLN:26 POS:06,MFV 04214,240.60,2/6/2013 20:12,2/6/2013 21:54,1:42:07,y,,,,0.00,240.60,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:26 POS:06,MFV 04214,0,2/20/2013 16:11,2/20/2013 16:11,,y,ok,,,0.00,0.00,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:26 POS:06,MFV 04214,6,5/7/2014 11:50,5/7/2014 12:16,0:25:58,,low 2 1/4',,,0.00,6.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,105,MFV 04214,BLK:01 PLN:26 POS:06,246.60,,
T59-B01,WT-116:S004,galvin,james,8,BLK:01 PLN:26 POS:07,MFV 00197,249.30,2/7/2013 7:32,2/7/2013 9:09,1:37:03,y,,,,0.00,249.30,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:26 POS:07,MFV 00197,0.9,2/20/2013 14:48,2/20/2013 14:50,0:01:31,y,,,,0.00,0.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,124,MFV 00197,BLK:01 PLN:26 POS:07,250.20,,
T59-B01,WT-116:S004,galvin,james,8,BLK:01 PLN:26 POS:08,MFV 04218,241.50,2/7/2013 14:38,2/7/2013 16:11,1:33:13,y,,,,0.00,241.50,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:26 POS:08,MFV 04218,2.3,2/20/2013 13:48,2/20/2013 13:53,0:05:02,y,,,,0.00,2.30,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:26 POS:08,MFV 04218,4,5/6/2014 14:35,5/6/2014 14:54,0:18:38,,1 1/2 low,,,0.00,4.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,138,MFV 04218,BLK:01 PLN:26 POS:08,247.80,,
T59-B01,WT-166:S004,daniel,jason,8,BLK:01 PLN:26 POS:09,MFV 04229,242.90,2/8/2013 0:58,2/8/2013 2:40,1:42:28,y,,,,0.00,242.90,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:26 POS:09,MFV 04229,0.6,2/20/2013 11:14,2/20/2013 11:16,0:01:51,y,,,,0.00,0.60,T64-B13,WT-163:SO66,Trina,Larry,4,BLK:01 PLN:26 POS:09,MFV 04229,5.3,5/7/2014 14:30,5/7/2014 14:53,0:23:03,," 2"" missed onprevious s",,,0.00,5.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,153,MFV 04229,BLK:01 PLN:26 POS:09,248.80,,
T59-B01,WT-169:S004,galvin,james,8,BLK:01 PLN:26 POS:10,MFV 04231,238.70,2/8/2013 12:38,2/8/2013 14:25,1:46:19,y,,,,0.00,238.70,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:26 POS:10,MFV 04231,0.9,2/20/2013 10:27,2/20/2013 10:31,0:03:57,y,,,,0.00,0.90,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:26 POS:10,MFV 04231,6.5,5/5/2014 14:09,5/5/2014 14:36,0:26:39,,"3 1/2"" low",,,0.00,6.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,172,MFV 04231,BLK:01 PLN:26 POS:10,246.10,,
T59-B01,WT-169:S004,daniel,jason,8,BLK:01 PLN:26 POS:11,MFV 00223,247.40,2/11/2013 23:28,2/12/2013 1:54,2:26:36,y,,,,0.00,247.40,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:26 POS:11,MFV 00223,1.3,2/20/2013 8:20,2/20/2013 8:24,0:04:01,y,,,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,185,MFV 00223,BLK:01 PLN:26 POS:11,248.70,,
T64-B01,WT-169:S003,daniel,jason,8,BLK:01 PLN:28 POS:00,MFV 04210,149.70,1/31/13 13:40,1/31/13 16:35,2:55:46,,,T64-B01,WT-166:S003,90.60,240.30,T59-B01,WT-166:S006,galvin,wood,7,BLK:01 PLN:28 POS:00,MFV 04210,0.6,2/21/2013 8:15,2/21/2013 8:18,0:02:56,y,,,,0.00,0.60,T64-B13,WT-163:SO66,Trina,BRENT,9,BLK:01 PLN:28 POS:00,MFV 04210,3.7,5/9/2014 14:40,5/9/2014 14:58,0:17:58,,"1 1/2""",,,0.00,3.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,5,MFV 04210,BLK:01 PLN:28 POS:00,244.60,,
T64-B01,WT-166:S003,james,galvin,8,BLK:01 PLN:28 POS:01,MFV 04166,238.90,1/31/13 21:57,1/31/13 23:22,1:25:43,,,,,0.00,238.90,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:28 POS:01,MFV 04166,2.3,2/21/2013 7:18,2/21/2013 7:27,0:08:01,y,,,,0.00,2.30,T64-B13,WT-163:SO66,Trina,BRENT,9,BLK:01 PLN:28 POS:01,MFV 04166,9,5/9/2014 11:30,5/9/2014 12:22,0:52:42,,"2"" ",,,0.00,9.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,24,MFV 04166,BLK:01 PLN:28 POS:01,250.20,,
T64-B01,WT-164:S003,daniel,jason,8,BLK:01 PLN:28 POS:02,MFV 04325,244.90,2/1/13 14:32,2/1/13 16:05,1:33:40,,,,,0.00,244.90,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:28 POS:02,MFV 04325,0.5,2/21/2013 0:07,2/21/2013 0:09,0:01:59,y,,,,0.00,0.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,37,MFV 04325,BLK:01 PLN:28 POS:02,245.40,,
T64-B01,WT-164:S003,daniel,jason,8,BLK:01 PLN:28 POS:03,MFV 04336,246.00,2/5/2013 1:10,2/5/2013 1:10,0:00:00,,Guess at volume to complete module,,,0.00,246.00,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:28 POS:03,MFV 04336,1.4,2/20/2013 22:32,2/20/2013 22:35,0:03:50,y,,,,0.00,1.40,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:28 POS:03,MFV 04336,2.7,5/8/2014 13:47,5/8/2014 14:03,0:16:10,,"1""",,,0.00,2.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,53,MFV 04336,BLK:01 PLN:28 POS:03,250.10,,
T64-B01,WT-165:S003,galvin,james,8,BLK:01 PLN:28 POS:04,MFV 03254,245.00,2/5/2013 16:05,2/5/2013 18:54,2:49:50,Y,,,,0.00,245.00,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:28 POS:04,MFV 03254,1.3,2/20/2013 20:31,2/20/2013 20:36,0:05:27,y,,,,0.00,1.30,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:28 POS:04,MFV 03254,6.2,5/8/2014 9:49,5/8/2014 10:05,0:15:57,,"3/8""",,,0.00,6.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,72,MFV 03254,BLK:01 PLN:28 POS:04,252.50,,
T64-B01,WT-165:S003,gary,jason,8,BLK:01 PLN:28 POS:05,MFV 04362,242.30,2/6/2013 1:05,2/6/2013 2:40,1:35:16,y,,,,0.00,242.30,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:28 POS:05,MFV 04362,0.8,2/20/2013 18:29,2/20/2013 18:33,0:04:19,Y,,,,0.00,0.80,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:28 POS:05,MFV 04362,3.4,5/7/2014 15:31,5/7/2014 15:55,0:24:41,,"3 1/4""",,,0.00,3.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,85,MFV 04362,BLK:01 PLN:28 POS:05,246.50,,
T59-B01,WT-163:S004,daniel,jason,8,BLK:01 PLN:28 POS:06,MFV 00191,249.90,2/6/2013 18:26,2/6/2013 20:12,1:45:44,y,,,,0.00,249.90,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:28 POS:06,MFV 00191,0.5,2/20/2013 16:06,2/20/2013 16:11,0:04:52,y,,,,0.00,0.50,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:28 POS:06,MFV 00191,1.8,5/7/2014 12:17,5/7/2014 12:27,0:10:30,,"low 9/16""",,,0.00,1.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,101,MFV 00191,BLK:01 PLN:28 POS:06,252.20,,
T59-B01,WT-116:S004,daniel,jason,8,BLK:01 PLN:28 POS:07,MFV 00186,248.70,2/7/2013 2:09,2/7/2013 7:31,5:22:27,y,,,,0.00,248.70,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:28 POS:07,MFV 00186,2.9,2/20/2013 14:40,2/20/2013 14:48,0:08:01,y,,,,0.00,2.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,117,MFV 00186,BLK:01 PLN:28 POS:07,251.60,,
T59-B01,WT-116:S004,galvin,james,8,BLK:01 PLN:28 POS:08,MFV 04331,243.00,2/7/2013 12:57,2/7/2013 14:37,1:40:08,y,,,,0.00,243.00,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:28 POS:08,MFV 04331,0.2,2/20/2013 13:47,2/20/2013 13:48,0:01:37,y,,,,0.00,0.20,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:28 POS:08,MFV 04331,4.6,5/6/2014 14:55,5/6/2014 15:14,0:18:26,,"1 1/2"" low",,,0.00,4.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,135,MFV 04331,BLK:01 PLN:28 POS:08,247.80,,
T59-B01,WT-166:S004,daniel,jason,8,BLK:01 PLN:28 POS:09,MFV 01211,246.70,2/7/2013 23:19,2/8/2013 0:58,1:38:47,y,,,,0.00,246.70,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:28 POS:09,MFV 01211,1.9,2/20/2013 11:09,2/20/2013 11:14,0:04:53,y,,,,0.00,1.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,149,MFV 01211,BLK:01 PLN:28 POS:09,248.60,,
T59-B01,WT-166:S004,galvin,james,8,BLK:01 PLN:28 POS:10,MFV 04197,227.90,2/8/2013 9:50,2/8/2013 12:21,2:30:36,y,Tanker swap,T59-B01,WT-169:S004,13.50,241.40,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:28 POS:10,MFV 04197,1.5,2/20/2013 10:23,2/20/2013 10:27,0:03:44,y,,,,0.00,1.50,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:28 POS:10,MFV 04197,4,5/5/2014 15:02,5/5/2014 15:20,0:17:40,,"2 3/4"" low",,,0.00,4.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,168,MFV 04197,BLK:01 PLN:28 POS:10,246.90,,
T59-B01,WT-169:S004,daniel,jason,8,BLK:01 PLN:28 POS:11,MFV 04064,240.10,2/11/2013 21:21,2/11/2013 23:27,2:06:35,y,,,,0.00,240.10,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:28 POS:11,MFV 04064,1.4,2/20/2013 8:15,2/20/2013 8:20,0:04:32,y,,,,0.00,1.40,T64-B13,WT-163:S066,Trina,Perko,4,BLK:01 PLN:28 POS:11,MFV 04064,5.6,5/2/2014 12:57,5/2/2014 13:40,0:43:05,,"2"" low",,,0.00,5.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,181,MFV 04064,BLK:01 PLN:28 POS:11,247.10,,
T64-B01,WT-169:S003,daniel,jason,8,BLK:01 PLN:30 POS:00,MFV 04087,246.40,1/31/13 8:47,1/31/13 13:39,4:52:28,,,,,0.00,246.40,T59-B01,WT-166:S006,galvin,wood,7,BLK:01 PLN:30 POS:00,MFV 04087,1,2/21/2013 8:12,2/21/2013 8:15,0:02:45,y,,,,0.00,1.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,1,MFV 04087,BLK:01 PLN:30 POS:00,247.40,,
T64-B01,WT-166:S003,james,galvin,8,BLK:01 PLN:30 POS:01,MFV 04102,248.10,1/31/13 20:23,1/31/13 21:56,1:33:53,,,,,0.00,248.10,T59-B01,WT-166:S006,galvin,james,4,BLK:01 PLN:30 POS:01,MFV 04102,1.8,2/21/2013 7:27,2/21/2013 7:32,0:05:13,y,,,,0.00,1.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,20,MFV 04102,BLK:01 PLN:30 POS:01,249.90,,
T64-B01,WT-166:S003,daniel,jason,8,BLK:01 PLN:30 POS:02,MFV 04099,88.70,2/1/13 10:34,2/1/13 14:26,3:52:38,,,T64-B01,WT-164:S003,157.30,246.00,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:30 POS:02,MFV 04099,1.4,2/21/2013 0:09,2/21/2013 0:14,0:04:39,y,,,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,33,MFV 04099,BLK:01 PLN:30 POS:02,247.40,,
T64-B01,WT-164:S003,daniel,jason,8,BLK:01 PLN:30 POS:03,MFV 04101,247.10,2/4/2013 23:22,2/5/2013 1:15,1:53:47,,,,,0.00,247.10,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:30 POS:03,MFV 04101,1.4,2/20/2013 22:35,2/20/2013 22:40,0:04:32,y,,,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,49,MFV 04101,BLK:01 PLN:30 POS:03,248.50,,
T64-B01,WT-165:S003,galvin,james,8,BLK:01 PLN:30 POS:04,MFV 04334,245.80,2/5/2013 14:04,2/5/2013 15:52,1:48:33,y,,,,0.00,245.80,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:30 POS:04,MFV 04334,1.1,2/20/2013 20:36,2/20/2013 20:40,0:03:46,y,,,,0.00,1.10,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:30 POS:04,MFV 04334,2.2,5/8/2014 9:40,5/8/2014 9:48,0:07:57,,"1""",,,0.00,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,68,MFV 04334,BLK:01 PLN:30 POS:04,249.10,,
T64-B01,WT-165:S003,gary,jason,8,BLK:01 PLN:30 POS:05,MFV 00202,249.80,2/5/2013 23:08,2/6/2013 1:01,1:53:15,y,,,,0.00,249.80,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:30 POS:05,MFV 00202,1.7,2/20/2013 18:33,2/20/2013 18:39,0:05:25,Y,,,,0.00,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,81,MFV 00202,BLK:01 PLN:30 POS:05,251.50,,
T59-B01,WT-163:S004,galvin,james,8,BLK:01 PLN:30 POS:06,MFV 04330,242.80,2/6/2013 15:57,2/6/2013 18:12,2:15:02,y,,,,0.00,242.80,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:30 POS:06,MFV 04330,1.1,2/20/2013 16:02,2/20/2013 16:06,0:03:37,y,,,,0.00,1.10,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:30 POS:06,MFV 04330,3.6,5/7/2014 12:28,5/7/2014 12:52,0:23:53,,"1 3/4""",,,0.00,3.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,100,MFV 04330,BLK:01 PLN:30 POS:06,247.50,,
T59-B01,WT-163:S004,daniel,jason,8,BLK:01 PLN:30 POS:07,MFV 04347,133.10,2/6/2013 23:45,2/7/2013 0:38,0:52:37,y,tanker swap,T59-B01,WT-116:S004,111.10,244.20,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:30 POS:07,MFV 04347,0.5,2/20/2013 14:38,2/20/2013 14:40,0:02:11,y,,,,0.00,0.50,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:30 POS:07,MFV 04347,2.6,5/7/2014 8:58,5/7/2014 9:10,0:12:43,,"low 1/4""",,,0.00,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,113,MFV 04347,BLK:01 PLN:30 POS:07,247.30,,
T59-B01,WT-116:S004,galvin,james,8,BLK:01 PLN:30 POS:08,MFV 04356,243.40,2/7/2013 11:06,2/7/2013 12:57,1:51:06,y,,,,0.00,243.40,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:30 POS:08,MFV 04356,0,2/20/2013 13:44,2/20/2013 13:44,,y,ok,,,0.00,0.00,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:30 POS:08,MFV 04356,4.7,5/6/2014 15:14,5/6/2014 15:53,0:38:50,,"2 1/2"" low",,,0.00,4.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,131,MFV 04356,BLK:01 PLN:30 POS:08,248.10,,
T59-B01,WT-166:S004,daniel,jason,8,BLK:01 PLN:30 POS:09,MFV 04103,247.20,2/7/2013 21:35,2/7/2013 23:18,1:43:55,y,,,,0.00,247.20,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:30 POS:09,MFV 04103,0.7,2/20/2013 13:45,2/20/2013 11:09,0:03:57,y,,,,0.00,0.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,145,MFV 04103,BLK:01 PLN:30 POS:09,247.90,,
T59-B01,WT-166:S004,galvin,james,8,BLK:01 PLN:30 POS:10,MFV 00214,248.50,2/8/2013 8:08,2/8/2013 9:50,1:41:46,y,,,,0.00,248.50,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:30 POS:10,MFV 00214,1.2,2/20/2013 10:17,2/20/2013 10:23,0:05:32,y,,,,0.00,1.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,164,MFV 00214,BLK:01 PLN:30 POS:10,249.70,,
T59-B01,WT-169:S004,daniel,jason,8,BLK:01 PLN:30 POS:11,MFV 00217,249.70,2/11/2013 19:40,2/11/2013 21:19,1:38:50,y,,,,0.00,249.70,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:30 POS:11,MFV 00217,1.9,2/20/2013 8:07,2/20/2013 8:15,0:08:27,y,,,,0.00,1.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,177,MFV 00217,BLK:01 PLN:30 POS:11,251.60,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,47593.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,247.88,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMS,10.5126413038,,
